game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_18_UAAvRDP,UAA,RDP,40,33,81,7,35,13,16,21,33,24,86
2025_10_18_UAAvRDP,RDP,UAA,40,24,68,9,26,9,15,8,27,21,66
