game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_18_NAITvOC,NAIT,OC,40,42,73,6,16,14,15,6,31,0,106
2025_10_18_NAITvOC,OC,NAIT,40,28,68,8,31,8,10,4,20,1,72
