game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_17_BCvLAKE,BC,LAKE,45,36,75,11,31,12,12,13,27,22,95
2025_10_17_BCvLAKE,LAKE,BC,45,37,90,10,30,8,8,18,25,16,92
