game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_18_BCvKC,BC,KC,40,33,66,9,23,12,18,8,23,16,87
2025_10_18_BCvKC,KC,BC,40,39,71,12,31,14,18,11,27,15,104
