game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_24_CUEvLAKE,CUE,LAKE,40,21,70,4,18,8,9,11,26,20,54
2025_10_24_CUEvLAKE,LAKE,CUE,40,28,68,6,26,16,18,16,35,14,78
