game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_18_MHCvLAKE,MHC,LAKE,40,29,70,5,19,13,21,12,29,20,76
2025_10_18_MHCvLAKE,LAKE,MHC,40,35,86,14,34,10,18,18,30,0,94
