game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_24_NWPvKC,NWP,KC,40,30,57,6,24,13,25,5,21,16,79
2025_10_24_NWPvKC,KC,NWP,40,39,67,12,27,9,18,8,23,10,99
