game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_24_AMBvMHC,AMB,MHC,40,34,76,4,24,23,29,2,21,24,97
2025_10_24_AMBvMHC,MHC,AMB,40,35,84,3,30,23,28,21,35,12,96
