game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_25_NWPvKC,NWP,KC,40,19,48,5,14,17,23,4,23,31,60
2025_10_25_NWPvKC,KC,NWP,40,34,69,6,23,11,20,9,20,14,85
