game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_17_SAITvCUE,SAIT,CUE,40,30,74,5,25,20,24,16,35,16,85
2025_10_17_SAITvCUE,CUE,SAIT,40,23,65,6,25,12,20,5,17,11,64
