game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_17_UAAvOC,UAA,OC,40,27,71,1,5,19,22,16,33,0,82
2025_10_17_UAAvOC,OC,UAA,40,24,80,6,26,10,13,15,17,1,65
