game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_17_NWPvAMB,NWP,AMB,40,24,67,8,29,23,29,12,22,27,79
2025_10_17_NWPvAMB,AMB,NWP,40,35,76,9,31,10,11,18,27,30,89
