game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_24_NAITvTKU,NAIT,TKU,40,28,66,7,23,8,16,16,31,21,71
2025_10_24_NAITvTKU,TKU,NAIT,40,20,63,5,15,10,17,7,22,20,55
