game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_17_MHCvKC,MHC,KC,40,26,61,3,15,18,26,14,14,27,73
2025_10_17_MHCvKC,KC,MHC,40,38,62,7,22,19,28,7,20,20,102
