game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_25_MHCvAMB,MHC,AMB,40,40,82,14,36,10,11,14,26,21,104
2025_10_25_MHCvAMB,AMB,MHC,40,34,77,5,25,12,17,7,19,14,85
