game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_25_TKUvNAIT,TKU,NAIT,40,28,58,3,15,12,20,4,20,0,71
2025_10_25_TKUvNAIT,NAIT,TKU,40,31,65,9,27,18,24,9,16,0,89
