game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_24_OCvBC,OC,BC,40,20,72,4,33,6,17,8,29,23,50
2025_10_24_OCvBC,BC,OC,40,45,97,13,35,8,24,22,44,9,111
