game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_25_LAKEvCUE,LAKE,CUE,40,34,72,10,25,11,17,7,25,9,89
2025_10_25_LAKEvCUE,CUE,LAKE,40,32,79,6,20,12,23,14,26,11,82
