game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_24_LPKvSTMU,LPK,STMU,40,26,75,7,26,10,15,12,27,11,69
2025_10_24_LPKvSTMU,STMU,LPK,40,21,58,4,18,16,23,9,33,22,62
