game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_17_UAAvOC,UAA,OC,40,19,21,9,11,14,16,5,2,1,64
2025_10_17_UAAvOC,OC,UAA,40,15,15,3,3,16,16,1,2,0,49
