game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_24_NAITvTKU,NAIT,TKU,40,16,45,3,13,25,36,7,13,21,60
2025_10_24_NAITvTKU,TKU,NAIT,40,27,59,9,16,15,20,17,20,26,78
