game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_17_MHCvKC,MHC,KC,40,27,50,3,9,11,16,9,14,28,68
2025_10_17_MHCvKC,KC,MHC,40,25,54,4,11,10,23,14,12,24,64
