game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_25_MHCvAMB,MHC,AMB,40,34,76,6,22,14,18,15,28,30,88
2025_10_25_MHCvAMB,AMB,MHC,40,21,72,7,24,10,20,16,20,35,59
