game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_17_NWPvAMB,NWP,AMB,40,10,55,2,27,13,31,13,22,46,35
2025_10_17_NWPvAMB,AMB,NWP,40,37,78,3,14,15,24,15,29,23,92
