game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_18_UAAvRDP,UAA,RDP,40,24,65,9,25,4,10,14,41,27,61
2025_10_18_UAAvRDP,RDP,UAA,40,17,70,6,34,8,17,15,28,22,48
