game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_24_NWPvKC,NWP,KC,40,22,57,1,16,8,18,8,13,21,53
2025_10_24_NWPvKC,KC,NWP,40,37,71,5,10,12,24,17,18,18,91
