game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_17_SAITvCUE,SAIT,CUE,40,19,82,7,27,13,22,12,16,24,58
2025_10_17_SAITvCUE,CUE,SAIT,40,27,68,2,9,11,27,12,34,26,67
