game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_18_BCvKC,BC,KC,45,24,80,5,30,14,20,17,20,20,69
2025_10_18_BCvKC,KC,BC,45,23,56,5,15,23,31,13,28,33,74
