game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_24_CUEvLAKE,CUE,LAKE,40,32,79,3,18,15,16,19,11,22,82
2025_10_24_CUEvLAKE,LAKE,CUE,40,20,38,5,9,8,9,4,15,40,53
