game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_25_OCvBC,OC,BC,40,23,66,12,36,5,13,15,26,28,63
2025_10_25_OCvBC,BC,OC,40,28,90,11,37,12,18,20,23,16,79
