game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_18_MHCvLAKE,MHC,LAKE,40,33,74,9,25,11,22,15,20,29,86
2025_10_18_MHCvLAKE,LAKE,MHC,40,16,51,3,16,5,8,11,19,45,40
