game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_25_LAKEvCUE,LAKE,CUE,40,11,45,2,15,4,12,11,27,47,28
2025_10_25_LAKEvCUE,CUE,LAKE,40,30,79,5,21,7,21,14,20,23,72
