game_id,team_name,opp_team_name,team_min,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,TOV,PTS
2025_10_18_LPKvCUE,LPK,CUE,40,15,50,6,22,9,14,3,26,28,45
2025_10_18_LPKvCUE,CUE,LPK,40,34,87,7,23,6,10,10,25,15,81
