game_id,team_name,player_name,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
2025_10_18_LPKvCUE,LPK,3 - Coleson Lake,28,2,6,0,3,0,0,0,2,2,3,0,0,0,1,4
2025_10_18_LPKvCUE,LPK,4 - Zachary English,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2025_10_18_LPKvCUE,LPK,7 - Levi Balderson,34,8,18,4,8,2,3,1,2,3,1,1,0,3,3,22
2025_10_18_LPKvCUE,LPK,8 - Marley Kenion,25,8,15,0,1,2,2,3,9,12,0,0,0,2,1,18
2025_10_18_LPKvCUE,LPK,14 - Jackson Wright,21,1,2,0,0,0,0,1,4,5,1,0,0,1,1,2
2025_10_18_LPKvCUE,LPK,2 - Treydon Barton,26,3,5,0,1,0,0,0,0,0,4,0,0,0,1,6
2025_10_18_LPKvCUE,LPK,10 - Nathaniel Hosannah,24,6,14,0,3,3,4,1,2,3,1,0,0,2,3,15
2025_10_18_LPKvCUE,LPK,11 - Kade Lund,5,0,0,0,0,0,0,1,0,1,0,0,0,1,3,0
2025_10_18_LPKvCUE,LPK,15 - Rhett Lewis,18,2,6,0,1,2,2,4,3,7,1,0,1,1,2,6
2025_10_18_LPKvCUE,LPK,22 - Memphis Gambler-Yellow Knee,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
2025_10_18_LPKvCUE,LPK,23 - Randall Mongard,13,2,4,0,0,1,2,1,3,4,1,0,0,2,1,5
2025_10_18_LPKvCUE,CUE,2 - Malik Edwards,36,6,13,2,3,2,3,2,2,4,2,0,0,1,3,16
2025_10_18_LPKvCUE,CUE,6 - Shak Jama,24,1,12,0,4,5,7,0,2,2,4,0,0,3,1,7
2025_10_18_LPKvCUE,CUE,8 - Keellaa Gatwech,32,6,15,2,6,1,2,3,8,11,1,0,1,1,2,15
2025_10_18_LPKvCUE,CUE,9 - Roka Phalen-Baker,27,4,11,2,7,0,0,0,5,5,1,0,0,3,1,10
2025_10_18_LPKvCUE,CUE,16 - Noah Julien,21,0,1,0,0,1,2,0,2,2,1,0,0,1,5,1
2025_10_18_LPKvCUE,CUE,4 - Evan Li,21,2,3,0,0,0,0,1,1,2,4,0,0,2,2,4
2025_10_18_LPKvCUE,CUE,7 - Tedi Eguagie,18,2,2,0,0,1,4,4,1,5,0,1,0,0,0,5
2025_10_18_LPKvCUE,CUE,12 - Devon Weleschuk,9,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2
2025_10_18_LPKvCUE,CUE,14 - Izaec Oppal,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2025_10_18_LPKvCUE,CUE,17 - Rayden Ostashower,8,1,3,0,2,0,0,0,0,0,0,0,0,0,0,2
