game_id,team_name,player_name,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
2025_10_24_AMBvMHC,AMB,3 - Audrey Dayrit,28,3,12,1,6,1,3,0,3,3,4,3,0,2,1,8
2025_10_24_AMBvMHC,AMB,4 - Prissy Chuoi,22,5,12,1,3,1,4,1,0,1,0,0,0,8,5,12
2025_10_24_AMBvMHC,AMB,7 - Grace Meyer,30,10,16,0,1,4,7,5,3,8,1,1,0,7,1,24
2025_10_24_AMBvMHC,AMB,8 - Andrijana Bokan,34,6,14,0,1,9,13,5,9,14,3,3,0,5,0,21
2025_10_24_AMBvMHC,AMB,11 - Juliana Hajduk,24,1,4,0,1,0,0,1,1,2,0,2,0,2,4,2
2025_10_24_AMBvMHC,AMB,1 - Sara Shouhoud,6,1,1,0,0,0,0,0,0,0,1,2,0,1,0,2
2025_10_24_AMBvMHC,AMB,5 - Hannah Brundage,11,0,1,0,0,0,2,1,1,2,1,2,0,1,0,0
2025_10_24_AMBvMHC,AMB,6 - Kasey Breitkreuz,17,0,2,0,0,1,2,1,2,3,0,1,0,1,1,1
2025_10_24_AMBvMHC,AMB,21 - Ariana Dela Paz,13,1,2,0,1,3,4,1,0,1,2,0,0,2,1,5
2025_10_24_AMBvMHC,MHC,1 - Kylee Michaluk,20,3,9,2,6,0,0,0,0,0,4,1,0,1,1,8
2025_10_24_AMBvMHC,MHC,7 - Jordyn Knight,26,8,13,2,7,0,0,3,5,8,3,0,0,4,2,18
2025_10_24_AMBvMHC,MHC,10 - Alexis Watkiss,20,8,11,0,0,6,7,4,2,6,2,4,0,6,5,22
2025_10_24_AMBvMHC,MHC,12 - Jasmine Gardiner,28,5,11,1,4,3,4,2,3,5,8,3,0,4,1,14
2025_10_24_AMBvMHC,MHC,15 - Veda Gottselig,19,2,5,0,1,0,0,2,3,5,0,2,0,2,3,4
2025_10_24_AMBvMHC,MHC,2 - Dani Meyer,7,0,2,0,2,0,0,0,1,1,0,0,0,1,0,0
2025_10_24_AMBvMHC,MHC,4 - Alei Kuthping,10,2,4,1,2,2,2,1,1,2,1,3,0,2,2,7
2025_10_24_AMBvMHC,MHC,5 - Aislyn Farn,15,1,5,1,4,0,0,0,3,3,3,0,0,2,4,3
2025_10_24_AMBvMHC,MHC,8 - Bella Leismeister,7,2,4,1,2,0,0,0,1,1,1,0,0,2,2,5
2025_10_24_AMBvMHC,MHC,11 - Brynn Bremner,22,2,6,1,5,2,2,0,3,3,2,2,0,3,0,7
2025_10_24_AMBvMHC,MHC,13 - Elaina Korver,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0
2025_10_24_AMBvMHC,MHC,14 - Achayo Bolok,24,1,3,1,3,0,2,3,5,8,1,4,0,3,3,3
