game_id,team_name,player_name,MIN,FGM,FGA,3PM,3PA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
2025_10_18_BCvKC,BC,3 - Eve Duerksen,27,3,8,0,2,1,2,0,0,0,1,2,0,3,0,7
2025_10_18_BCvKC,BC,6 - Sydney Waind,36,1,14,1,4,3,4,1,4,5,4,4,0,4,2,6
2025_10_18_BCvKC,BC,8 - Sienna Anderson,30,4,14,1,7,2,4,2,3,5,0,5,0,2,5,11
2025_10_18_BCvKC,BC,9 - Dori Sunderland,33,7,13,2,5,7,8,4,1,5,3,2,1,2,4,23
2025_10_18_BCvKC,BC,10 - Hannah Matuszewski,27,3,6,0,1,1,2,2,3,5,0,3,0,1,3,7
2025_10_18_BCvKC,BC,7 - Sadie Prinsen,10,0,3,0,1,0,0,2,1,3,0,0,0,2,0,0
2025_10_18_BCvKC,BC,11 - Jovana Prodanovic,13,1,5,0,3,0,0,0,2,2,1,0,0,1,4,2
2025_10_18_BCvKC,BC,14 - Taylor Chepil,12,1,1,0,0,0,0,1,3,4,1,0,0,2,3,2
2025_10_18_BCvKC,BC,15 - Claire Grislis,21,2,8,1,7,0,0,0,2,2,2,3,0,1,3,5
2025_10_18_BCvKC,BC,22 - Aubrey Gallagher,6,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2025_10_18_BCvKC,BC,24 - Sarah Neustaeter,18,2,7,0,0,0,0,4,1,5,0,3,0,2,1,4
2025_10_18_BCvKC,KC,3 - Arian Batallones,27,4,9,1,3,0,0,1,1,2,4,0,0,6,2,9
2025_10_18_BCvKC,KC,7 - Ryley Bullock,22,2,4,1,2,4,4,0,1,1,3,5,0,6,4,9
2025_10_18_BCvKC,KC,13 - Sydney Fraess,33,3,11,1,5,6,7,1,2,3,0,0,0,2,2,13
2025_10_18_BCvKC,KC,14 - Alexis Kemp,37,3,4,0,1,3,6,1,7,8,2,3,0,5,1,9
2025_10_18_BCvKC,KC,20 - Jaylynn Twin,38,8,16,0,0,2,2,5,5,10,4,2,0,5,3,18
2025_10_18_BCvKC,KC,5 - Simarpreet Giani,13,0,3,0,1,0,0,3,2,5,1,0,0,3,0,0
2025_10_18_BCvKC,KC,6 - Danika Cadieux,25,2,7,2,3,7,10,0,4,4,2,2,0,2,0,13
2025_10_18_BCvKC,KC,12 - Sarah Luger,16,0,1,0,0,1,2,0,1,1,1,0,0,0,1,1
2025_10_18_BCvKC,KC,22 - Skylar Lalonde,15,1,1,0,0,0,0,2,5,7,1,1,0,2,3,2
